identifier1,categorical_value,identifier2,date1,date2
0d96c4fa-3e58-4bc4-b086-2d96d925ca00,A,0622ec30-89f3-4d5b-b268-516b8489c432,11/11/2022,17/03/2023
69c19026-c573-43f6-abf3-f76b5c291a42,B,c01670d7-0dab-44e8-8388-5fb97e6850ec,16/12/2022,17/03/2023
b3337023-18c7-4820-a916-f53e89ecb07b,C,3ca93f16-609b-493c-ac6d-638d544ff789,05/01/2023,17/03/2023
da762e6f-71a0-4e0d-aae0-c7a182985e0a,D,7bdc856b-2792-4ede-b83a-a24d3f9d4de3,03/03/2023,17/03/2023
5cfd626c-cf7d-4b11-a947-4f63ca7379c2,A,f057831e-c9d5-4e28-8ae6-024519d81c0d,23/11/2022,17/03/2023
7aef48c4-1956-46ab-b3c3-1cf366bdeb6e,B,bef8a780-ca8b-421c-bc8a-502b20fc8e77,13/03/2023,17/03/2023
b48da09c-f2ba-421a-93b1-732ea1cec4db,C,b79dec97-faf4-44d1-bed4-47b8a1356101,02/02/2023,17/03/2023
88e6c725-bed4-4629-a4d1-1c9b329c7d9a,D,53259e4e-5055-4400-8bcc-1c8f8f8bab18,10/11/2022,17/03/2023
bb023d0f-a37e-4425-9fd6-760ed9130ffd,A,7c60ae59-dd3c-4442-aeb5-22a1965e40af,10/03/2023,17/03/2023
ab133cb3-47e8-42d8-bf78-a34b33462a2e,B,7c643d73-2730-4e43-801d-3e254cd2a7d5,23/02/2023,17/03/2023
530ae5fb-c22d-46fa-ae9a-0631020cc9c0,C,c2eeef1a-0b05-4abd-9cd9-cb8d8e9e027f,16/12/2022,17/03/2023
7238b033-f355-41ca-a3a0-614e6a7b39e1,D,3b48a56e-f0ab-4557-8aba-df2da8b059fb,28/12/2022,17/03/2023
45d0aaf1-c380-4eae-af60-9b08e5ad5524,A,fefdf372-9be1-4a48-8766-374fd28e82ae,15/02/2023,17/03/2023
2c31fb82-a42f-41ef-b715-09239a274fb1,B,de8d5e58-c9bf-4cfb-8352-11ca549fed94,21/12/2022,17/03/2023
17f356e2-839e-4a85-9612-99af22ce1abc,C,a0e6182f-6e67-4d2e-906e-e5d18f21b785,01/02/2023,17/03/2023
0f5af6b0-9ba8-4d84-ad57-fed62c5aa15a,D,9303f5fc-7e56-4077-ad1a-7535b2a957b9,08/03/2023,17/03/2023
6cdbedfd-fe87-4d8d-b435-7cc8cbb607b1,A,d8145cd1-802d-42fe-a8c6-bb52c67a92da,13/12/2022,17/03/2023
b152a624-d939-4a77-b559-8ed7f4d05c87,B,f3d53886-8c55-4635-b628-372b1e2718be,23/11/2022,17/03/2023
e0ab1076-2e90-44a0-9248-70c8ba881f7e,A,1c247597-6823-490e-bbc1-542fe86c974f,13/01/2023,17/03/2023
f9bb66d4-dd81-4aaf-877c-fd1d451bcb4f,B,8c09fc7b-79f3-47c9-ab2e-0bcfaff71747,08/03/2023,17/03/2023
39ee3135-8b36-4e73-a802-ba6d62bd8c0f,C,ddd358dc-d350-4396-af9f-3aab2fea06ca,25/02/2023,17/03/2023
67b52a91-0840-49bc-af00-1883a74ef8c7,D,a4dbf5d5-ef26-44e2-ac26-a2ac4bf2e53d,09/03/2023,17/03/2023
3013dbba-69db-4e00-a587-fbcc3692c536,A,0c8a816c-c06b-4acf-b3eb-c38bb7a5277b,19/11/2022,17/03/2023
7f6ffdaa-a691-4beb-8d20-e2d4fb4cd96f,B,7dd82689-78a3-468b-96be-4cc1402c1429,25/01/2023,17/03/2023
224a2bcb-68e5-4ed1-8cd3-a20a0737f60d,C,3826ed6b-0625-4f0a-8236-a4e2062b3788,20/12/2022,17/03/2023
1813b299-b379-40f9-8d42-5716a789b5da,D,51d4c788-0c5d-487b-a838-df5fdca48ada,18/01/2023,17/03/2023
276fa78d-0d47-42dc-8a1f-b0932a1c148b,A,844562a7-ac58-4d87-bf7d-a3f1a9a01e79,07/03/2023,17/03/2023
a901f874-4e2a-44e6-96bd-d02c07f03221,B,2eab8b6c-1203-4f3b-8e41-da8f59b9eb5c,13/01/2023,17/03/2023
f13a125c-3d7b-4478-82e8-ccaa91bf9f64,C,5ed7cca9-7b1f-406b-8bc9-44def8bcb368,07/03/2023,17/03/2023
bea39ea6-0107-46d8-b047-7d47b6b4b345,D,b7c8fb63-58a2-4ca3-a392-88b31f1d45f7,09/02/2023,17/03/2023
a2fa4602-a493-45cc-83b1-f32f8e650e08,A,ca1aa832-6b1e-48a5-aa5e-30fdb04d63ea,19/01/2023,17/03/2023
13699544-c931-41fa-a45f-769b587fb01e,B,9ff56a67-bfa6-419b-96bd-442ec0fc6cb7,24/11/2022,17/03/2023
bd8465d6-1d17-4cd7-8841-979ce59b3ff5,C,acfa4ca1-1373-44f8-acfd-b7e873d20dcb,21/02/2023,17/03/2023
a68cf12a-c597-443a-90d2-3714202b93c3,D,ee46b4af-c4af-47f3-802a-7afcb1e706f0,27/02/2023,17/03/2023
37cbfa59-5a2f-47fc-858b-56e930bac059,A,5e5b1510-69eb-499c-9f9a-44b69db0b547,07/01/2023,17/03/2023
90c79be0-5a1b-40ce-b376-a75e3af59d9e,B,2f64bba8-aafe-4247-98b9-10b4442eadef,08/03/2023,17/03/2023
a2dc0c03-cf74-4b79-80cb-71034b1c5a29,C,63f42734-d5d0-4745-b853-29096db255a7,06/12/2022,17/03/2023
8fa9dea8-baf6-46a9-925e-551753bfa6ec,D,a59bd5f0-7829-4d74-a4d0-5fea2f20c2f2,03/03/2023,17/03/2023
48a566e5-afa3-474a-ae41-7e6d4a85fbe6,A,dde99c1c-8893-4fe1-8b94-9a6767ef191c,08/11/2022,17/03/2023
08b47bc4-e4b3-4c53-b1b0-e869669f96e4,B,bac6a8f7-893e-49d1-a5e1-cf6ac05ab7bc,08/02/2023,17/03/2023
19330277-e494-4128-819d-2f4999c450d7,C,be972056-acc3-40e7-8b7e-96effc3cd7a3,29/11/2022,17/03/2023
0e545015-939b-42fa-92c6-941ba25afb01,D,611f83af-3720-486a-b81a-71254e3d3eba,02/03/2023,17/03/2023
c740919f-8a95-4530-b7e6-21749b843949,A,df25c3d7-71ea-436a-a8c6-4cd4869f9077,24/11/2022,17/03/2023
67db22cd-73f3-469e-ad29-710d06ea1a1e,B,8a09a8e9-6a21-4d0f-9c28-7912825fac4b,07/02/2023,17/03/2023
d4310804-e3ae-414e-881e-03eed64331ee,C,1baecb2d-93ca-45a2-bf78-c5975fb94031,09/02/2023,17/03/2023
a4520839-bb56-4833-8482-6c08ab1ed7ec,D,f0ac75e2-df42-4c01-8fdd-68fe4da93be7,16/02/2023,17/03/2023
3efc19bf-90f8-42f6-a9ea-7193b60c2f60,A,cacc6495-50ea-4345-9656-28d18ba41340,17/11/2022,17/03/2023
8244a7ac-3e43-45a3-b68f-9be9ff9fcc09,B,9cf5a445-0656-427d-9de0-6b089b3be2a6,13/01/2023,17/03/2023
2868ce94-7c5e-49a2-a643-0b0f1110b27d,C,66aa03cf-2045-4fbe-a2c9-a8bc113e28cb,01/12/2022,17/03/2023
2ccba8fb-04e5-4f38-a4aa-eeba30781b35,D,e380e7e5-a9a8-4333-8cee-5343a2f85f91,12/12/2022,17/03/2023
7246c8a6-7520-4136-8d31-8c8631898f4e,A,4b50120d-8867-4a29-a27c-6b3a2ba42980,28/02/2023,17/03/2023
bdd146c4-e425-4069-ae23-7fe29b94d1ba,B,5c8d9c57-eea2-4459-9acb-8116f15f0df5,07/11/2022,17/03/2023
b7d0915c-ce9a-4427-9fea-07d205dd2650,A,ba2590a1-61c3-482f-94df-f1011887084b,08/02/2023,17/03/2023
f35fe520-6946-443e-80bf-50b38d66a4e7,B,e147e8a0-6475-4182-b3dc-82bcf97937fd,17/03/2023,17/03/2023
97ceee3f-5e10-487f-857b-46266df72dd6,C,351e9d8c-8056-4c99-9eb1-9e29bced90c3,28/02/2023,17/03/2023
b3904370-4a97-468f-8a9e-ade8660851ee,D,6ed4183b-870e-46bd-b193-048bdb64a93e,20/02/2023,17/03/2023
7c0aa30d-bd1e-4f12-9358-3ac2c4e13b96,A,ad1b3049-3a0a-4936-aedd-973812dfa9ac,03/02/2023,17/03/2023
